ID,prh_start,prh_stop,prh_fps,lunge_quality,sonar_exp,total_lunges,deployment-time_secs,Index,TagOn,TagOff,dayhours,dayhourslunges,nighthours,nighthourslunges,twilightzone,twilightzonelunges,Prey,Prey notes,whaleLength,Study_Area,SpeciesCode,CommonName,med_TLm,slope,intercept,BestLengthEst,Engulfment_L,TotalLunges,TotalHours,LungesPerHour,LungesPerDayHour,LungesPerNightHour,LungesPerTwHour,PreyClean,Region,deployment-time_h
mn09_152a,0,402550,5,good_dives,none,551,80510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.363888888888887
mn10_133a,0,410000,5,good,none,398,82e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.77777777777778
mn10_139a,0,373100,5,good,none,854,74620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.727777777777778
mn10_144a,0,360000,5,good,none,1281,72e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
mn10_151a,0,449780,5,good,none,574,89956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.987777777777776
mn10_155a,0,435000,5,ok,none,409,87e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.166666666666668
mn12_262a,0,104280,5,good,none,303,20856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.793333333333334
mn12_262b,0,117180,5,good,none,356,23436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.510000000000001
mn12_263a,0,51670,5,good,none,159,10334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8705555555555553
mn12_264a,0,40660,5,good,none,94,8132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.258888888888889
mn12_264b,0,60270,5,good,none,150,12054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3483333333333336
mn12_265a,0,73517,5,good,none,184,14703.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0842777777777775
mn12_289a,0,50450,5,good,yes,22,10090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8027777777777776
mn12_289b,0,50450,5,good,yes,20,10090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8027777777777776
mn13_109a,0,166880,5,ok,none,47,33376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.27111111111111
mn13_110a,0,184620,5,good,none,188,36924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.256666666666666
mn13_111a,0,179300,5,good,none,64,35860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.96111111111111
mn13_112a,0,155550,5,good,none,55,31110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.641666666666667
mn13_113a,0,58285,5,good,none,25,11657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2380555555555555
mn13_113d,0,86250,5,good,none,16,17250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.791666666666667
mn140721-3,1812,60351,10,partial (3-6),none,21,5853.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6260833333333333
mn161106-36,9834,336796,10,good,none,298,32696.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08227777777778
